JURISDICTION,COUNTY,YEAR,APN,STREET_ADDRESS,EXISTING_USE_TYPE,NUM_OF_UNITS,SURPLUS_TYPE,PARCEL_SIZE,NOTES
ANGELS CAMP,CALAVERAS,2021,60001012000,584 South Main,Public Facilities,0,Surplus Land,0,Former City Hall
HANFORD,KINGS,2021,010-265-001 & -002,"A PORTION OF THE PROPERTY LOCATED N OF EIGHTH ST, BETWEEN DOUTY & IRWIN STREETS (""THE BASTILLE"")",Public Facilities,0,Surplus Land,0,BUILDING & PATIO IN CIVIC PARK
LOS ANGELES,LOS ANGELES,2021,5210-024-900,"Adjacent to 3031 E Alhambra Ave.
Los Angeles, CA 91803",Commercial,0,Exempt Surplus Land,0,"Portion of sidewalk and lot in use by Auto Parts company

OPLA - Exempt Surplus"
LOS ANGELES,LOS ANGELES,2021,2769-018-902,"Nestle Ave and Acre St
Los Angeles, CA 91325",Other,0,Exempt Surplus Land,0,"Sliver of land next to private residence

OPLA - Exempt Surplus"
DELANO,KERN,2020,520-120-148,West Garces Highway,Industrial,0,Surplus Land,24.29,Westside Industrial Park
DELANO,KERN,2020,520-120-148,West Garces Highway,Industrial,0,Surplus Land,15.03,Westside Industrial Park
DELANO,KERN,2020,520-120-155,West Garces Highway,Industrial,0,Surplus Land,14.59,Westside Industrial Park
DELANO,KERN,2020,520-120-130,West Garces Highway,Industrial,0,Surplus Land,14.68,Westside Industrial Park
DELANO,KERN,2020,520-120-122,West Garces Highway,Industrial,0,Surplus Land,14.13,Westside Industrial Park
DELANO,KERN,2020,520-120-197,West Garces Highway,Industrial,0,Surplus Land,28.17,Westside Industrial Park
DELANO,KERN,2020,520-120-221,West Garces Highway,Industrial,0,Surplus Land,8.47,Westside Industrial Park
DELANO,KERN,2020,520-120-163,West Garces Highway,Industrial,0,Surplus Land,9.56,Westside Industrial Park
DELANO,KERN,2020,520-120-163,West Garces Highway,Industrial,0,Surplus Land,4.78,Westside Industrial Park
DELANO,KERN,2020,520-140-035,West Garces Highway,Other,0,Surplus Land,632.72,Former Voice of America (VOA) Site Unicorporated  City Property
DELANO,KERN,2020,521-090-027,West Garces Highway,Other,0,Surplus Land,40,Former Voice of America (VOA) Site Unicorporated  City Property
DELANO,KERN,2020,521-090-019,West Garces Highway,Other,0,Surplus Land,40,Former Voice of America (VOA) Site Unicorporated  City Property
DELANO,KERN,2020,521-090-035,West Garces Highway,Other,0,Surplus Land,80,Former Voice of America (VOA) Site Unicorporated  City Property
BRENTWOOD,CONTRA COSTA,2020,012-020-003,498 Fairview Ave,Other,0,Surplus Land,1.27,Professional Office Uses
BRENTWOOD,CONTRA COSTA,2020,017160-004,1000 Central Blvd,Other,0,Surplus Land,3.64,Mixed Use - Successor Agency Owned
BRENTWOOD,CONTRA COSTA,2020,016-010-016,7030 Brentwood Blvd.,Commercial,0,Surplus Land,2.11,Successor Agency Owned
BRENTWOOD,CONTRA COSTA,2020,013-232-006,SE Corner Oak/Walnut,Other,0,Surplus Land,1.84,Mixed Use - Successor Agency Owned
BRENTWOOD,CONTRA COSTA,2020,010-160-035,400 Guthrie Ln,Industrial,0,Surplus Land,1.24,Industrial/Commercial - Successor Agency Owned
BRENTWOOD,CONTRA COSTA,2020,013-010-092,Second/Central,Other,0,Surplus Land,0.5,Mixed Use - Successor Agency Owned
ESCONDIDO,SAN DIEGO,2020,233-082-03,235 E Grand Ave,Commercial,0,Exempt Surplus Land,0.04,None
SALINAS,MONTEREY,2020,N/A,Division Street (N of E Market St),Other,0,Surplus Land,0.64,This is a public right of way
BAKERSFIELD,KERN,2020,PTN of 020-482-11 & PTN of 020-482-12,"PTN of 4200 Hillsborough & 
PTN of 4204 Hillsborough",Residential,0,Exempt Surplus Land,0.01,Landlocked Uneconomic Remnant
BAKERSFIELD,KERN,2020,PTN of 020-482-12 & PTN of 020-482-13,"PTN of 4204 Hillsborough & 
PTN of 4208 Hillsborough",Residential,0,Exempt Surplus Land,0.01,Landlocked Uneconomic Remnant
BAKERSFIELD,KERN,2020,PTN of 020-482-13 & PTN of 020-482-14,"PTN of 4208 Hillsborough & 
PTN of 4212 Hillsborough",Residential,0,Exempt Surplus Land,0.01,Landlocked Uneconomic Remnant
BAKERSFIELD,KERN,2020,PTN of 020-482-14 & PTN of 020-482-15,"PTN of 4212 Hillsborough & 
PTN of 4216 Hillsborough",Residential,0,Exempt Surplus Land,0.01,Landlocked Uneconomic Remnant
BAKERSFIELD,KERN,2020,PTN of 020-482-15 & PTN of 020-482-16,"PTN of 4216 Hillsborough & 
PTN of 4300 Hillsborough",Residential,0,Exempt Surplus Land,0.01,Landlocked Uneconomic Remnant
BAKERSFIELD,KERN,2020,PTN of 020-482-16,PTN of 4300 Hillsborough,Residential,0,Exempt Surplus Land,0.01,Landlocked Uneconomic Remnant
BAKERSFIELD,KERN,2020,PTN of 020-482-12 & PTN of 020-482-13,"PTN of 4300 Hillsborough & 
PTN of 4304 Hillsborough",Residential,0,Exempt Surplus Land,0.01,Landlocked Uneconomic Remnant
STANISLAUS COUNTY,STANISLAUS,2020,104-016-003,625 I St. Modesto,Other,0,Surplus Land,0.84,City of Modesto Limits; 10 underlying lots
RIVERSIDE,RIVERSIDE,2020,213-211-008,3575 Vine Street,Other,0,Surplus Land,0.45,"Parking Lot, In Escrow"
RIVERSIDE,RIVERSIDE,2020,246-060-001,Placentia Lane between Main Street and  Sieck Road,Other,0,Exempt Surplus Land,56,Ab Brown Complex
RIVERSIDE,RIVERSIDE,2020,213-271-012,3743 Orange Street,Other,0,Surplus Land,0.46,Garage 1
RIVERSIDE,RIVERSIDE,2020,213-301-006,3851 Orange Street,Other,0,Surplus Land,0.18,Garage 2
RIVERSIDE,RIVERSIDE,2020,213-301-015,3865 Orange Street,Other,0,Surplus Land,0.24,Garage 2
RIVERSIDE,RIVERSIDE,2020,225-213-002,Located near the intersection of Magnolia Avenue and Nelson Street,Other,0,Surplus Land,0.17,Brockton Arcade
RIVERSIDE,RIVERSIDE,2020,225-213-020,Located near the intersection of Magnolia Avenue and Nelson Street,Other,0,Surplus Land,0.1,Brockton Arcade
RIVERSIDE,RIVERSIDE,2020,225-213-021,Located near the intersection of Magnolia Avenue and Nelson Street,Other,0,Surplus Land,0.31,Brockton Arcade
MAYWOOD,LOS ANGELES,2020,6313-001-901,5110 District Boulevard,Industrial,0,Surplus Land,0.27,"Existing 7,200 s.f. building is vacant"
MAYWOOD,LOS ANGELES,2020,6313-001-902,5102 District Boulevard,Industrial,0,Surplus Land,0.28,"Existing 6,844 s.f. building is vacant"
MAYWOOD,LOS ANGELES,2020,6314-024-900,4801 Slauson Avenue,Commercial,0,Surplus Land,0.35,"Existing 8,888 s.f. building is vacant"
OAKLAND,ALAMEDA,2021,20-153-6,1449 Miller Ave,Other,0,Surplus Land,0.28,community cabins
OAKLAND,ALAMEDA,2021,25-773-8-2,2777 Foothill Blvd,Other,0,Surplus Land,0.41,community garden
OAKLAND,ALAMEDA,2021,25-773-8-3,2759 Foothill Blvd,Other,0,Surplus Land,0.11,community garden
OAKLAND,ALAMEDA,2021,2-97-40,498 11th St,Other,0,Excess,0.25,LRPMP (T6 site)
OAKLAND,ALAMEDA,2021,39-3291-20,6955 Foothill Blvd,Other,0,Surplus Land,1.22,Black Cultural Zone
OAKLAND,ALAMEDA,2021,41-3901-4,796 66th Ave,Commercial,0,Surplus Land,4.53,Coliseum City - North (parking lot)
OAKLAND,ALAMEDA,2021,41-3902-13-6,Edgewater Dr,Other,0,Surplus Land,0.04,Coliseum City - misc (sliver); surplus designation made in error
OAKLAND,ALAMEDA,2021,41-4170-1-2,711 71st Ave,Other,0,Surplus Land,1.22,Coliseum City - misc (safe RV parking)
OAKLAND,ALAMEDA,2021,42-4328-1-16,633 Hegenberger Rd,Other,0,Surplus Land,12.37,Coliseum City - South (homeless interventions)
OAKLAND,ALAMEDA,2021,4-35-1-2,Magnolia St,Other,0,Excess,0.01,LRPMP (sliver)
OAKLAND,ALAMEDA,2021,4-35-3-2,1333 Adeline St,Other,0,Excess,0.01,LRPMP (sliver)
OAKLAND,ALAMEDA,2021,48F-7361-12,6226 Moraga Ave,Other,0,Surplus Land,0.36,historic fire house
OAKLAND,ALAMEDA,2021,5-383-2-2,Myrtle St,Other,0,Excess,0.01,LRPMP (sliver)
OAKLAND,ALAMEDA,2021,74-1339-16,1220 Harbor Bay Pkwy,Other,0,Surplus Land,5.45,Raiders HQ & Training Facility; NOA issuance complete
OAKLAND,ALAMEDA,2021,74-1361-8,"1150 Harbor Bay Pkwy, Alameda",Other,0,Surplus Land,11.4,Raiders HQ & Training Facility; NOA issuance complete
OAKLAND,ALAMEDA,2021,8-716-58,1911 Telegraph Ave,Other,0,Surplus Land,1.04,Downtown Oakland Assn
MODESTO,STANISLAUS,2021,105048011,K Street at 11th Street,Commercial,0,Surplus Land,1.5,Would need to be split; offered to affordable housing developers
SAN JUAN CAPISTRANO,ORANGE,2021,666-232-08,Calle Arroyo & Rancho Viejo Road,Commercial,0,Surplus Land,1,Pending sale per 11/2/21 agreement.
RICHMOND,CONTRA COSTA,2021,409-012-018,Willard Ave,Other,0,Exempt Surplus Land,0.03,"Government Code § 54221(f)(1)(B) Surplus land that is (i) less than 5,000 square feet in area, (ii) less than the minimum legal residential building lot size for the jurisdiction in which the parcel is located [3,750 square feet], or 5,000 square feet in area, whichever is less, or (iii) has no record access and is less than 10,000 square feet in area; and is not contiguous to land owned by a state or local agency that is used for open-space or low- and moderate-income housing purposes. If the surplus land is not sold to an owner of contiguous land, it is not considered exempt surplus land and is subject to this article. - Intersects with Castro Road"
MILLBRAE,SAN MATEO,2021,024-335-100,100 El Camino Real,Commercial,0,Surplus Land,0.08,"Roughly 3,580 square foot site on the corner of Linden Avenue and El Camino Real, currently occupied by a restaurant"
RICHMOND,CONTRA COSTA,2021,509-200-016,Creeky Ave,Other,0,Exempt Surplus Land,0.01,"Government Code § 54221(f)(1)(B) Surplus land that is (i) less than 5,000 square feet in area, (ii) less than the minimum legal residential building lot size for the jurisdiction in which the parcel is located [3,750 square feet], or 5,000 square feet in area, whichever is less, or (iii) has no record access and is less than 10,000 square feet in area; and is not contiguous to land owned by a state or local agency that is used for open-space or low- and moderate-income housing purposes. If the surplus land is not sold to an owner of contiguous land, it is not considered exempt surplus land and is subject to this article. - Sliver between properties"
RICHMOND,CONTRA COSTA,2021,509-310-041, 4729 Cypress Ave,Other,0,Exempt Surplus Land,0.02,"Government Code § 54221(f)(1)(B) Surplus land that is (i) less than 5,000 square feet in area, (ii) less than the minimum legal residential building lot size for the jurisdiction in which the parcel is located [3,750 square feet], or 5,000 square feet in area, whichever is less, or (iii) has no record access and is less than 10,000 square feet in area; and is not contiguous to land owned by a state or local agency that is used for open-space or low- and moderate-income housing purposes. If the surplus land is not sold to an owner of contiguous land, it is not considered exempt surplus land and is subject to this article. - Backyard of resident"
RICHMOND,CONTRA COSTA,2021,513-238-012,Cutting Blvd,Other,0,Exempt Surplus Land,0.08,"Government Code § 54221(f)(1)(B) Surplus land that is (i) less than 5,000 square feet in area, (ii) less than the minimum legal residential building lot size for the jurisdiction in which the parcel is located [3,750 square feet], or 5,000 square feet in area, whichever is less, or (iii) has no record access and is less than 10,000 square feet in area; and is not contiguous to land owned by a state or local agency that is used for open-space or low- and moderate-income housing purposes. If the surplus land is not sold to an owner of contiguous land, it is not considered exempt surplus land and is subject to this article. - Sidewalk Sliver"
RICHMOND,CONTRA COSTA,2021,513-392-005,Victor Ave,Other,0,Exempt Surplus Land,0.02,"Government Code § 54221(f)(1)(B) Surplus land that is (i) less than 5,000 square feet in area, (ii) less than the minimum legal residential building lot size for the jurisdiction in which the parcel is located [3,750 square feet], or 5,000 square feet in area, whichever is less, or (iii) has no record access and is less than 10,000 square feet in area; and is not contiguous to land owned by a state or local agency that is used for open-space or low- and moderate-income housing purposes. If the surplus land is not sold to an owner of contiguous land, it is not considered exempt surplus land and is subject to this article. - Victor St. Sliver"
RICHMOND,CONTRA COSTA,2021,513-399-002,49th S St,Other,0,Exempt Surplus Land,0.01,"Government Code § 54221(f)(1)(B) Surplus land that is (i) less than 5,000 square feet in area, (ii) less than the minimum legal residential building lot size for the jurisdiction in which the parcel is located [3,750 square feet], or 5,000 square feet in area, whichever is less, or (iii) has no record access and is less than 10,000 square feet in area; and is not contiguous to land owned by a state or local agency that is used for open-space or low- and moderate-income housing purposes. If the surplus land is not sold to an owner of contiguous land, it is not considered exempt surplus land and is subject to this article. - Sliver between two properties"
RICHMOND,CONTRA COSTA,2021,514-140-032,1800 Barrett Ave,Other,0,Surplus Land,0.52,"The Intended use for this property is sited in the Oversight Board to the Successor Agency to the Richmond Community Redevelopment Agency's LRMP Property Profile #11 is disposition and development consistent with the City's General Plan and Zoning Ordinance, the former Redevelopment Plan, the Former Agency's Five Year Implementation Plan, and other planning and feasibility documents developed by the Former Agency. Per CA Gov Code Section 54221, surplus land includes land that has been designated in the LRPMP either for sale or for future development but does not include any specific disposal of land to an identified entity described in the plan."
RICHMOND,CONTRA COSTA,2021,515-241-011,2705 Macdonald Ave,Commercial,0,Surplus Land,0.12,Subject property was the former site of Richmond Build. The building had fallen into disrepair for many years and subsequently the roof sustained damage and is need of a new roof. The property is no longer being utilized by the City for any governmental purposes and is suitable for future development.
RICHMOND,CONTRA COSTA,2021,515-291-014,25th St,Other,0,Exempt Surplus Land,0.06,"Government Code § 54221(f)(1)(B) Surplus land that is (i) less than 5,000 square feet in area, (ii) less than the minimum legal residential building lot size for the jurisdiction in which the parcel is located [3,750 square feet], or 5,000 square feet in area, whichever is less, or (iii) has no record access and is less than 10,000 square feet in area; and is not contiguous to land owned by a state or local agency that is used for open-space or low- and moderate-income housing purposes. If the surplus land is not sold to an owner of contiguous land, it is not considered exempt surplus land and is subject to this article. - West Contra Costa Justice Center"
ANAHEIM,ORANGE,2021,12660202,100 S. Beach Blvd.,Commercial,0,Surplus Land,0.62,NOFA Released 2/1/22
ANAHEIM,ORANGE,2021,25507611,280-210 Lincoln Ave.,Commercial,0,Exempt Surplus Land,0.53,Preparing RFP
ANAHEIM,ORANGE,2021,25507612,S/W Corner Lincoln Ave. and Philadelphia,Commercial,0,Exempt Surplus Land,0.07,Preparing RFP
ANAHEIM,ORANGE,2021,25507613,S/W Corner Lincoln Ave. and Philadelphia,Commercial,0,Exempt Surplus Land,0.03,Preparing RFP
ANAHEIM,ORANGE,2021,25507614,S/W Corner Lincoln Ave. and Philadelphia,Commercial,0,Exempt Surplus Land,0.11,Preparing RFP
ANAHEIM,ORANGE,2021,25110105,630 S. Anaheim Blvd.,Commercial,0,Exempt Surplus Land,0.11,Preparing RFP
ANAHEIM,ORANGE,2021,25110106,702 S. Anaheim Blvd.,Commercial,0,Exempt Surplus Land,0.11,Preparing RFP
ANAHEIM,ORANGE,2021,3707218,883 S. Anaheim Blvd.,Commercial,0,Exempt Surplus Land,0.27,Facility for Homeless Services
ANAHEIM,ORANGE,2021,3702212,145 W. Santa Ana,Industrial,0,Exempt Surplus Land,1.04,Preparing RFP
ANAHEIM,ORANGE,2021,3702202,130 W. Elm Street,Commercial,0,Exempt Surplus Land,0.29,Preparing RFP
ANAHEIM,ORANGE,2021,7308341,401 W. Carl Karcher Way,Commercial,0,Exempt Surplus Land,2.23,Preparing RFP
ANAHEIM,ORANGE,2021,7308342,331 W. Carl Karcher Way,Commercial,0,Exempt Surplus Land,0.58,Preparing RFP
ANAHEIM,ORANGE,2021,7308347,N/E Corner Harbor and Carl Karcher Way,Commercial,0,Exempt Surplus Land,0.05,Preparing RFP
RICHMOND,CONTRA COSTA,2021,527-031-018, 1515 Hayes St.,Other,0,Exempt Surplus Land,0.01,"Government Code § 54221(f)(1)(B) Surplus land that is (i) less than 5,000 square feet in area, (ii) less than the minimum legal residential building lot size for the jurisdiction in which the parcel is located [3,750 square feet], or 5,000 square feet in area, whichever is less, or (iii) has no record access and is less than 10,000 square feet in area; and is not contiguous to land owned by a state or local agency that is used for open-space or low- and moderate-income housing purposes. If the surplus land is not sold to an owner of contiguous land, it is not considered exempt surplus land and is subject to this article. - Backyard of other property"
RICHMOND,CONTRA COSTA,2021,538-080-037,Barrett Ave,Other,0,Exempt Surplus Land,0.01,"Government Code § 54221(f)(1)(B) Surplus land that is (i) less than 5,000 square feet in area, (ii) less than the minimum legal residential building lot size for the jurisdiction in which the parcel is located [3,750 square feet], or 5,000 square feet in area, whichever is less, or (iii) has no record access and is less than 10,000 square feet in area; and is not contiguous to land owned by a state or local agency that is used for open-space or low- and moderate-income housing purposes. If the surplus land is not sold to an owner of contiguous land, it is not considered exempt surplus land and is subject to this article. - Sidewalk and front yard"
RICHMOND,CONTRA COSTA,2021,538-132-005,315 Harbour Way,Other,0,Surplus Land,0.14,"The Intended use for this property is sited in the Oversight Board to the Successor Agency to the Richmond Community Redevelopment Agency's LRMP Property Profile #14 is disposition and development consistent with the City's General Plan and Zoning Ordinance, the former Redevelopment Plan, the Former Agency's Five Year Implementation Plan, and other planning and feasibility documents developed by the Former Agency. Per CA Gov Code Section 54221, surplus land includes land that has been designated in the LRPMP either for sale or for future development but does not include any specific disposal of land to an identified entity described in the plan."
RICHMOND,CONTRA COSTA,2021,538-162-011, 315 Macdonald Ave,Commercial,0,Exempt Surplus Land,0.06,"Government Code § 54221(f)(1)(B) Surplus land that is (i) less than 5,000 square feet in area, (ii) less than the minimum legal residential building lot size for the jurisdiction in which the parcel is located [3,750 square feet], or 5,000 square feet in area, whichever is less, or (iii) has no record access and is less than 10,000 square feet in area; and is not contiguous to land owned by a state or local agency that is used for open-space or low- and moderate-income housing purposes. If the surplus land is not sold to an owner of contiguous land, it is not considered exempt surplus land and is subject to this article."
RICHMOND,CONTRA COSTA,2021,538-162-012, 313 Macdonald Ave,Commercial,0,Exempt Surplus Land,0.06,"Government Code § 54221(f)(1)(B) Surplus land that is (i) less than 5,000 square feet in area, (ii) less than the minimum legal residential building lot size for the jurisdiction in which the parcel is located [3,750 square feet], or 5,000 square feet in area, whichever is less, or (iii) has no record access and is less than 10,000 square feet in area; and is not contiguous to land owned by a state or local agency that is used for open-space or low- and moderate-income housing purposes. If the surplus land is not sold to an owner of contiguous land, it is not considered exempt surplus land and is subject to this article."
RICHMOND,CONTRA COSTA,2021,538-231-045, 700 Macdonald Ave,Other,0,Exempt Surplus Land,0.22,"Government Code § 54221(f)(1)(E) Surplus land that is a former street, right of way, or easement, and is conveyed to an owner of an adjacent property - Street Abatement/Odd Shape"
RICHMOND,CONTRA COSTA,2021,538-250-004, 824 Macdonald Ave,Other,0,Exempt Surplus Land,0.06,"Government Code § 54221(f)(1)(B) Surplus land that is (i) less than 5,000 square feet in area, (ii) less than the minimum legal residential building lot size for the jurisdiction in which the parcel is located [3,750 square feet], or 5,000 square feet in area, whichever is less, or (iii) has no record access and is less than 10,000 square feet in area; and is not contiguous to land owned by a state or local agency that is used for open-space or low- and moderate-income housing purposes. If the surplus land is not sold to an owner of contiguous land, it is not considered exempt surplus land and is subject to this article."
RICHMOND,CONTRA COSTA,2021,538-260-009,920 Macdonald Ave,Other,0,Surplus Land,0.21,"The Intended use for this property is sited in the Oversight Board to the Successor Agency to the Richmond Community Redevelopment Agency's LRMP Property Profile #14 is disposition and development consistent with the City's General Plan and Zoning Ordinance, the former Redevelopment Plan, the Former Agency's Five Year Implementation Plan, and other planning and feasibility documents developed by the Former Agency. Per CA Gov Code Section 54221, surplus land includes land that has been designated in the LRPMP either for sale or for future development but does not include any specific disposal of land to an identified entity described in the plan."
RICHMOND,CONTRA COSTA,2021,538-350-043,45 1st St,Other,0,Surplus Land,0.31,"Subject property is currently utilized by Happy Lot Farm and Garden. The site is in current temporary use, however not necessary for the City's long-term use and is suitable for affordable housing."
RICHMOND,CONTRA COSTA,2021,540-082-030,Macdonald Ave,Other,0,Exempt Surplus Land,0.07,"Government Code § 54221(f)(1)(B) Surplus land that is (i) less than 5,000 square feet in area, (ii) less than the minimum legal residential building lot size for the jurisdiction in which the parcel is located [3,750 square feet], or 5,000 square feet in area, whichever is less, or (iii) has no record access and is less than 10,000 square feet in area; and is not contiguous to land owned by a state or local agency that is used for open-space or low- and moderate-income housing purposes. If the surplus land is not sold to an owner of contiguous land, it is not considered exempt surplus land and is subject to this article. - Sidewalk Sliver"
RIVERSIDE,RIVERSIDE,2021,213-211-008,3575 Vine Street,Other,0,Surplus Land,0.45,"Parking Lot, In Escrow"
RIVERSIDE,RIVERSIDE,2021,246-060-001,Placentia Lane between Main Street and  Sieck Road,Other,0,Exempt Surplus Land,56,Ab Brown Complex
RICHMOND,CONTRA COSTA,2021,540-340-019,Ohio Ave,Other,0,Exempt Surplus Land,0.07,"Government Code § 54221(f)(1)(B) Surplus land that is (i) less than 5,000 square feet in area, (ii) less than the minimum legal residential building lot size for the jurisdiction in which the parcel is located [3,750 square feet], or 5,000 square feet in area, whichever is less, or (iii) has no record access and is less than 10,000 square feet in area; and is not contiguous to land owned by a state or local agency that is used for open-space or low- and moderate-income housing purposes. If the surplus land is not sold to an owner of contiguous land, it is not considered exempt surplus land and is subject to this article. - Bike/Walking Path"
RICHMOND,CONTRA COSTA,2021,540-480-145,Barrett Ave,Other,0,Exempt Surplus Land,0.03,"Government Code § 54221(f)(1)(B) Surplus land that is (i) less than 5,000 square feet in area, (ii) less than the minimum legal residential building lot size for the jurisdiction in which the parcel is located [3,750 square feet], or 5,000 square feet in area, whichever is less, or (iii) has no record access and is less than 10,000 square feet in area; and is not contiguous to land owned by a state or local agency that is used for open-space or low- and moderate-income housing purposes. If the surplus land is not sold to an owner of contiguous land, it is not considered exempt surplus land and is subject to this article. - Pump Station"
RICHMOND,CONTRA COSTA,2021,556-122-001,Nevada Ave,Other,0,Exempt Surplus Land,0.21,"54221(c) (1) Except as provided in paragraph (2), “agency’s use” shall include, but not be limited to, land that is being used, is planned to be used pursuant to a written plan adopted by the local agency’s governing board for, or is disposed to support pursuant to subparagraph (B) of paragraph (2) agency work or operations, including, but not limited to, utility sites, watershed property, land being used for conservation purposes, land for demonstration, exhibition, or educational purposes related to greenhouse gas emissions, and buffer sites near sensitive governmental uses, including, but not limited to, waste water treatment plants."
RICHMOND,CONTRA COSTA,2021,560-181-066,Marina Bay Pkwy,Other,0,Exempt Surplus Land,0.06,"Government Code § 54221(f)(1)(B) Surplus land that is (i) less than 5,000 square feet in area, (ii) less than the minimum legal residential building lot size for the jurisdiction in which the parcel is located [3,750 square feet], or 5,000 square feet in area, whichever is less, or (iii) has no record access and is less than 10,000 square feet in area; and is not contiguous to land owned by a state or local agency that is used for open-space or low- and moderate-income housing purposes. If the surplus land is not sold to an owner of contiguous land, it is not considered exempt surplus land and is subject to this article. - Pump Station"
RIVERSIDE,RIVERSIDE,2021,213-271-012,3743 Orange Street,Other,0,Surplus Land,0.46,Garage 1
RIVERSIDE,RIVERSIDE,2021,213-301-006,3851 Orange Street,Other,0,Surplus Land,0.18,Garage 2
RIVERSIDE,RIVERSIDE,2021,213-301-015,3865 Orange Street,Other,0,Surplus Land,0.24,Garage 2
RIVERSIDE,RIVERSIDE,2021,225-213-002,Located near the intersection of Magnolia Avenue and Nelson Street,Other,0,Surplus Land,0.17,Brockton Arcade
RIVERSIDE,RIVERSIDE,2021,225-213-020,Located near the intersection of Magnolia Avenue and Nelson Street,Other,0,Surplus Land,0.1,Brockton Arcade
RIVERSIDE,RIVERSIDE,2021,225-213-021,Located near the intersection of Magnolia Avenue and Nelson Street,Other,0,Surplus Land,0.31,Brockton Arcade
ORANGE COUNTY,ORANGE,2021,"591-073-19, 591-073-21, 591-073-22 and 591-073-23","Alton Parkway and Irvine Boulevard, Irvine",Other,0,Excess,32.32,Property known as the County's West Alton Parcels.  Excess land and acreage does not include an 11.7-acre Wildlife Movement Corridor located on the APNs.  A portion of the property is currently leased for green waste operations.  There are no structures on the property.
ORANGE COUNTY,ORANGE,2021,"842-011-06, 842-041-02, 842-031-01, 842-031-06 and  842-021-06","19480 Rose Canyon Road, Trabuco Canyon",Other,0,Excess,338,"Property known as the County's Joplin Property and is located in the foothills of the Santa Ana Mountains within unincorporated Trabuco Canyon.  Property is improved with former boarding school facilities, but consists of mostly rugged open space."
RICHMOND,CONTRA COSTA,2021,561-070-023,Richmond Beltline,Other,0,Exempt Surplus Land,0.15,Government Code § 54221(f)(1)(J) Real property that is used by a district for agency’s use expressly authorized in subdivision - Terminal 4 - Port Property
SALINAS,MONTEREY,2021,003041031000,282 E ALISAL ST,Commercial,0,Surplus Land,0.84,N/A
SALINAS,MONTEREY,2021,N/A,Division Street (N of E Market St),Other,0,Surplus Land,0.64,This is a public right of way
ANTIOCH,CONTRA COSTA,2021,072-400-036,Golf Course Road and Lone Tree Way,Other,0,Surplus Land,2.01,Greenbelt with possible utilities
MONTEREY,MONTEREY,2021,001694009 and  008,Corner of Adams St. and Bonifacio,Other,0,Surplus Land,0.37,City Council wants to build 100% affordable housing project.
MONTEREY,MONTEREY,2021,1534011,Calle Principal,Other,0,Surplus Land,0.49,City Council wants to build 100% affordable housing project.
CYPRESS,ORANGE,2021,244-472-09,5732 Lincoln Avenue,Other,0,Surplus Land,1,Month-to-month lease for farming use
CARSON,LOS ANGELES,2021,"7315-012-900, 7315-012-804",E. 223rd Street,Commercial,0,Surplus Land,3.54,"HCD determined that City has met all requirements under Surplus Land Act for the purposes of disposing the property. See September 8, 2021 HCD Letter."
SONOMA COUNTY,SONOMA,2021,050-263-076,"Kenilworth Ave and Mervin Ave, Kenwood",Other,0,Excess,2.46,Alder Park
MAYWOOD,LOS ANGELES,2021,6313-001-901,5110 District Blvd.,Industrial,0,Surplus Land,0.27,Existing 7200 sq. ft. building is vacant
MAYWOOD,LOS ANGELES,2021,6313-001-902,5102 District Blvd.,Industrial,0,Surplus Land,0.28,Existing 6844 sq. ft. building vacant
MAYWOOD,LOS ANGELES,2021,6314-024-900,4801 Slauson Ave.,Commercial,0,Surplus Land,0.35,Existing 8888 sq. ft. building is vacant
STOCKTON,SAN JOAQUIN,2021,14909518,548 E Lafayette St,Other,0,Excess,0.27,Parcel is Public Right of Way and access to adjacent available parcel at 319 S. American Street.
SAN JOSE,SANTA CLARA,2021,587-12-059,Zion Lane,Other,0,Surplus Land,0.5,Right of way
SAN JOSE,SANTA CLARA,2021,"472-11-003, 472-11-009, 472-11-062",Story Road,Other,0,Surplus Land,29.03,Mostly vacant with KVVN Towers;(former landfill)
HANFORD,KINGS,2021,010-253-001,426 W LACEY BLVD,Commercial,0,Surplus Land,2,FORMERLY GOODWILL. IN PROCESS OF BEING LEASED TO MSI
HANFORD,KINGS,2021,012-053-005,218 N DOUTY ST,Commercial,0,Surplus Land,0.41,MECHANICS BANK
MARINA,MONTEREY,2021,031-101-056-000,N/A,Other,0,Excess,85.21,HABITAT RESERVE
MARINA,MONTEREY,2021,031-111-036-000,N/A,Other,0,Excess,130.32,HABITAT RESERVE - MARINA AIRPORT
MARINA,MONTEREY,2021,031-111-013-000,N/A,Other,0,Excess,43.14,HABITAT RESERVE - SALINAS RIVER
MARINA,MONTEREY,2021,031-271-009-000,N/A,Other,0,Excess,140.61,HOUSING - ABRAMS PARK
MARINA,MONTEREY,2021,031-021-049-000,N/A,Other,0,Excess,14,NW CORNER/DEL MONTE EXTENSION
MARINA,MONTEREY,2021,031-021-051-000,N/A,Other,0,Excess,46.5,NW CORNER/DEL MONTE EXTENSION
MARINA,MONTEREY,2021,031-021-052-000,N/A,Other,0,Excess,40.6,NW CORNER/DEL MONTE EXTENSION
MARINA,MONTEREY,2021,031-221-008-000,N/A,Other,0,Excess,15.02,PARK - DUNES CITY
MARINA,MONTEREY,2021,031-251-014-000,N/A,Other,0,Excess,27.23,PARK - EQUESTRIAN CENTER
